"PIN","sex","age","dq_ethnicity_1","dq_ethnicity_2","dq_ethnicity_3","dq_ethnicity_4","dq_ethnicity_5","dq_ethnicity_6","dq_religion1","dq_religion2","dq_religion3","dq_religion4","dq_religion5","dq_religion6","dq_religion7","dq_religion8","dq_religion9","dq_religion10","dq_religion11","dq_religion12","dq_politics1","dq_politics2","dq_politics3","dq_politics4","dq_politics5","dq_politics6","dq_politics7","self_race1","self_race2","self_race3","self_race4","self_race5","self_race6","self_race7","self_religion","self_politics","ideal_affectionate","ideal_ambition","ideal_artistic","ideal_disposition","ideal_family","ideal_health","ideal_humor","ideal_intelligent","ideal_kind","ideal_parenting","ideal_physatt","ideal_religious","ideal_resources","ideal_sexy","ideal_status","ideal_age","self_affectionate_comp","self_ambition_comp","self_artistic_comp","self_disposition_comp","self_family_comp","self_health_comp","self_humor_comp","self_intelligent_comp","self_kind_comp","self_parenting_comp","self_physatt_comp","self_religious_comp","self_resources_comp","self_sexy_comp","self_status_comp","self_age"
462,0,21,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,7,4,7,5,5,6,6,5,5,4,5,8,4,6,4,6,5,2,7,6,5,4,8,6,7,6,6,8,6,7,5,5,6,0
376,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,7,5,5,4,5,4,5,4,5,6,3,3,4,5,7,7,2,7,5,6,6,8,7,5,5,5,3,5,4,4,6,5,0
341,0,35,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,3,8,6,5,8,6,6,9,9,9,9,6,4,7,7,7,1,8,6,5,5,5,5,7,6,5,6,7,4,4,5,5,0
491,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,7,7,6,5,6,5,6,8,5,7,4,8,4,2,4,6,2,5,3,4,7,1,5,7,6,3,5,5,1,4,6,5,0
311,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,7,8,10,8,10,8,8,8,9,8,9,9,9,7,5,1,9,8,10,9,7,6,9,9,9,8,8,5,9,8,6,1
399,0,23,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,7,3,6,5,3,7,5,5,7,5,5,4,5,6,4,1,7,7,8,6,8,7,6,7,9,6,8,3,8,9,7,0
283,0,25,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,3,9,6,7,7,8,6,6,5,8,7,5,10,6,7,8,4,6,5,7,6,7,3,6,6,7,7,5,6,6,6,6,2
10,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,7,7,7,8,6,8,7,9,8,8,9,6,9,9,8,8,2,8,8,7,9,8,8,7,7,8,8,7,5,10,8,7,1
33,1,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,9,3,8,7,7,6,7,8,7,6,8,4,9,6,8,7,8,3,7,9,8,9,8,8,10,7,9,6,9,6,7,10,10,1
79,1,30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,13,3,6,7,8,8,5,7,9,9,6,8,8,7,6,8,8,1,4,6,5,6,5,6,6,7,5,5,6,6,5,5,7,0
105,1,26,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,4,7,7,7,7,8,6,8,5,7,5,5,6,5,6,7,2,8,7,5,6,9,6,7,8,9,6,7,2,8,8,6,1
225,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,7,10,8,8,10,10,8,6,9,10,9,6,2,9,9,6,2,7,8,4,7,7,7,6,7,7,8,7,0,6,9,5,1
24,1,32,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,5,8,7,5,3,5,8,7,7,6,5,5,6,5,6,6,0,6,6,5,6,5,6,8,6,5,5,7,8,6,6,6,1
36,1,31,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,7,3,6,7,8,8,9,7,6,8,5,5,8,3,8,8,5,4,7,9,8,6,10,7,8,7,6,4,6,5,8,4,8,1
211,1,25,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,7,4,6,7,3,4,6,5,7,4,5,5,4,5,3,5,1,4,3,3,5,2,6,5,4,2,6,5,1,6,3,2,1
222,1,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,4,7,5,5,7,5,6,5,7,5,7,5,6,7,7,4,1,6,5,5,5,2,4,4,6,6,5,5,6,4,5,7,3
215,1,26,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2,7,2,4,5,3,5,3,2,2,3,3,3,2,3,3,3,1,4,3,4,3,4,3,4,5,4,3,2,3,2,4,4,0
200,1,28,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,4,7,6,3,5,4,3,5,5,7,5,4,5,2,7,4,2,8,6,4,4,5,3,7,6,6,7,6,6,5,7,5,0
142,1,20,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,4,6,8,5,5,4,7,5,6,6,2,6,1,4,3,6,2,4,6,3,4,6,5,6,6,4,3,7,3,6,4,5,2
143,1,25,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,12,7,6,7,9,7,8,8,7,6,7,8,6,9,7,5,7,2,7,6,7,6,4,7,6,5,6,6,7,6,5,7,5,1
92,1,34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,13,2,9,8,6,7,9,5,6,8,8,9,4,1,5,7,5,2,10,8,7,9,8,6,9,6,9,10,7,0,7,8,8,1
236,1,22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,13,4,7,6,5,7,8,6,7,6,6,2,6,3,6,6,5,2,7,4,3,5,8,7,6,4,4,3,5,4,4,7,2,1
194,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,10,4,10,9,7,9,7,7,9,9,9,10,7,2,8,10,8,2,6,9,7,8,10,5,7,9,9,10,6,1,8,10,7,1
227,1,32,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,9,5,6,6,4,6,8,4,6,5,5,6,5,5,5,3,5,7,6,8,6,7,10,6,8,5,6,7,6,7,4,7,8,3
204,1,30,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,5,7,3,5,8,5,7,6,5,3,7,8,5,5,5,2,7,5,5,5,6,4,8,5,5,4,5,4,4,8,7,0
120,1,35,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,3,8,8,7,9,8,7,8,6,9,7,7,5,6,9,8,2,6,5,5,5,6,5,5,6,6,7,6,5,4,9,7,2
212,1,25,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3,7,6,4,5,2,5,5,6,5,6,7,0,7,8,5,3,7,6,4,7,4,5,7,6,7,7,5,1,6,7,7,2
229,1,30,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,6,8,6,6,8,7,7,8,8,6,7,6,5,9,7,2,8,6,5,8,8,6,8,8,7,7,7,6,6,7,6,2
146,1,19,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,13,3,7,6,9,9,9,9,10,10,8,10,7,5,7,10,9,1,7,8,9,10,10,10,7,9,9,6,10,5,8,8,9,0
171,1,28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,4,7,6,4,7,9,5,9,7,7,9,6,5,6,9,7,1,5,6,4,7,8,6,7,7,6,8,5,4,7,7,7,2
23,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,10,9,7,8,10,8,9,8,10,5,9,4,10,9,9,2,10,10,9,8,8,7,9,10,9,7,10,5,10,10,9,2
180,1,29,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,2,8,6,5,5,7,5,7,8,5,6,6,3,3,7,4,2,8,6,7,6,9,5,8,8,8,8,6,2,6,5,6,3
57,1,24,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9,4,10,7,7,10,7,7,8,8,10,10,7,6,9,9,6,1,10,10,8,9,6,9,8,8,8,8,10,4,9,10,8,1
156,1,26,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,13,1,6,5,8,3,6,6,5,5,5,5,6,7,6,6,5,0,3,7,5,5,3,5,5,5,4,3,5,4,5,4,5,1
102,1,27,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,5,9,8,8,9,8,9,9,9,10,5,10,4,10,9,8,2,8,8,9,10,10,8,9,8,10,7,9,6,9,7,7,1
21,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,12,2,6,6,7,7,5,6,6,8,8,4,7,4,6,6,3,3,5,7,5,5,5,6,6,8,6,4,7,3,8,6,8,3
137,1,32,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,10,4,5,6,6,5,7,8,7,5,5,5,4,7,6,4,5,2,6,8,5,6,6,7,6,8,8,6,7,7,9,5,7,0
233,1,20,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,11,3,8,7,7,8,6,5,9,9,7,7,8,5,7,10,8,1,6,8,4,8,5,5,8,7,6,4,5,1,8,6,7,2
108,1,39,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,5,6,7,7,8,6,5,6,6,7,7,9,1,6,9,9,1,6,8,7,7,6,5,7,6,7,6,7,4,6,7,8,2
55,1,25,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,2,1,4,5,3,4,5,5,5,4,6,1,5,0,2,6,4,1,7,5,4,5,7,3,6,3,6,2,5,1,4,4,5,0
149,1,34,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,6,10,6,7,10,10,7,5,6,8,9,6,7,8,10,8,2,10,7,8,10,7,6,8,7,9,9,9,7,10,10,8,1
2,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,12,4,8,6,6,6,5,6,7,8,6,8,6,8,6,6,7,3,9,8,8,7,8,7,9,9,10,10,10,9,7,10,8,3
121,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,3,4,6,7,8,6,4,4,6,3,4,5,5,6,5,2,2,4,6,7,4,5,7,4,5,5,5,5,4,8,5,5,2
115,1,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,9,6,6,6,6,8,5,6,5,7,4,8,7,2,6,6,6,4,8,6,6,7,7,9,8,6,6,8,4,5,5,6,5,1
202,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,2,2,7,7,8,8,6,6,8,8,6,5,9,5,8,8,8,3,8,7,7,9,6,9,8,6,7,6,8,6,8,8,8,3
220,1,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,4,7,9,8,9,7,8,8,6,9,8,9,2,7,10,8,1,9,10,7,10,7,6,8,8,10,10,10,0,9,9,9,1
49,1,35,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,12,5,3,1,0,1,5,4,4,4,4,1,5,6,2,4,3,1,3,3,1,2,3,4,4,3,4,1,4,5,2,4,4,0
119,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,5,8,6,5,7,8,7,9,8,8,10,6,3,8,6,7,0,7,8,7,6,9,6,9,9,6,6,9,2,7,9,7,0
86,1,26,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,7,10,8,6,9,10,7,10,9,10,10,7,9,8,9,7,2,10,7,5,10,8,8,9,7,10,9,9,6,8,7,7,1
195,1,33,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,13,4,4,6,9,6,5,7,5,6,4,4,6,1,4,6,7,1,5,3,6,6,4,4,6,6,5,8,5,0,6,5,7,2
199,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,10,4,10,7,5,9,10,7,8,9,8,8,10,7,6,9,6,1,10,9,7,9,10,7,9,10,8,9,7,7,7,9,10,1
28,1,22,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,5,7,5,8,7,7,7,9,6,7,9,7,4,6,7,8,1,6,9,6,9,7,9,7,5,6,7,6,5,6,8,7,2
203,1,24,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,4,6,5,4,8,4,6,4,5,5,7,4,6,4,4,5,1,7,7,5,7,4,6,4,6,6,6,4,7,6,7,6,2
50,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12,6,6,6,6,4,8,8,6,6,6,7,6,4,6,3,6,1,3,6,3,4,6,6,4,4,4,2,5,5,3,4,4,1
91,1,25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,4,6,5,5,6,4,8,4,7,8,5,5,7,6,2,4,2,2,7,5,5,4,6,5,6,6,5,5,8,6,4,5,3
216,1,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,2,7,6,6,7,8,6,6,6,8,7,7,9,5,7,8,0,9,7,6,7,9,7,8,6,7,7,8,9,7,7,8,0
60,1,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,3,4,7,8,7,5,6,7,7,6,6,7,6,5,7,8,1,5,6,6,7,5,6,6,6,7,8,6,5,7,5,6,3
179,1,25,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,2,3,5,6,5,7,2,5,4,6,7,7,3,0,5,4,6,1,5,6,4,4,3,5,3,5,5,7,4,0,4,5,6,2
17,1,20,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,10,7,4,7,8,6,5,6,7,8,8,7,7,1,8,7,6,2,4,3,6,3,3,6,6,8,5,6,7,1,5,6,7,0
69,1,21,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,4,6,7,5,8,6,8,6,9,7,7,8,8,7,6,6,1,8,8,5,8,8,7,8,6,8,8,6,8,7,6,8,1
9,1,25,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,8,8,5,7,6,9,10,5,8,5,9,4,8,9,7,2,5,8,6,5,9,6,7,8,7,5,7,1,7,9,8,2
106,1,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,4,6,8,6,8,6,6,9,6,8,7,6,9,5,9,9,2,7,7,5,9,4,7,7,8,6,5,6,9,6,9,5,0
160,1,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,12,2,7,9,9,10,7,7,9,8,6,9,6,9,6,9,8,4,9,10,8,10,9,8,9,10,10,10,9,10,7,8,7,2
82,1,37,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,6,9,7,7,8,8,6,8,8,9,6,9,9,10,10,8,1,8,10,8,6,8,6,7,9,10,6,7,6,8,8,8,1
173,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,8,4,6,6,6,7,6,6,7,8,8,8,9,6,6,0,6,6,4,6,6,8,6,6,7,9,8,9,7,6,5,3
112,1,20,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,6,8,8,6,10,8,8,7,8,6,7,10,9,10,10,8,3,6,9,5,6,9,7,6,7,8,7,9,7,7,8,7,2
182,1,25,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,2,1,5,5,8,6,7,8,6,6,6,7,7,2,8,5,8,0,6,7,6,6,8,8,8,6,6,6,9,1,7,8,7,2
123,1,32,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,5,5,6,5,7,8,5,5,7,7,9,4,3,5,8,6,1,6,8,5,7,3,7,6,7,8,7,5,0,6,9,7,2
240,1,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12,1,6,7,4,8,5,5,6,6,4,3,7,6,5,5,7,2,6,6,7,6,7,6,7,8,6,6,6,7,8,6,6,2
214,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,6,7,5,5,5,7,6,8,6,7,7,4,8,9,8,2,5,5,3,4,6,6,6,8,5,5,6,1,6,7,5,2
144,1,20,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,11,3,4,5,7,2,8,4,6,6,6,3,5,4,7,3,6,1,5,2,3,6,6,4,6,5,4,5,4,4,4,5,2,0
71,1,25,NA,NA,NA,1,1,NA,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13,5,9,8,6,9,9,8,10,8,10,7,10,5,9,10,5,1,10,8,6,9,8,7,8,9,8,6,7,4,7,10,7,2
93,1,34,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,10,9,6,8,10,7,7,7,9,9,8,6,8,9,8,1,9,9,9,7,10,9,10,9,10,7,9,3,9,9,8,1
74,1,35,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,4,6,6,4,3,4,4,6,4,6,7,4,4,5,5,5,1,5,7,4,3,4,3,6,5,6,7,6,4,7,5,4,1
138,1,25,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,5,10,8,5,9,9,7,5,7,9,10,4,6,6,7,5,10,9,8,9,8,8,6,9,9,8,10,9,7,6,8,8,4
19,1,22,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,5,9,10,9,9,10,10,8,10,10,8,10,3,9,10,10,1,9,10,9,8,9,9,10,10,10,9,10,3,10,10,9,2
6,1,24,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,4,2,6,5,6,7,7,7,6,7,5,9,0,7,5,5,3,2,5,4,2,6,6,5,5,3,4,4,2,6,3,6,2
244,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,4,7,7,4,6,7,5,8,8,7,7,6,4,8,7,7,2,7,9,6,5,7,7,6,8,6,6,8,3,6,10,7,1
157,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,6,6,5,4,4,6,5,6,6,6,6,4,7,7,6,6,1,4,5,5,5,5,3,2,6,5,6,5,5,8,5,6,1
34,1,27,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,7,7,8,7,6,8,7,8,6,6,7,9,6,9,4,3,7,8,8,7,9,6,7,8,8,7,6,7,7,6,7,3
61,1,35,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,4,5,6,6,6,5,3,3,6,5,4,6,3,6,6,5,1,6,6,7,4,5,5,5,5,7,5,5,3,6,7,7,4
111,1,32,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,7,7,7,5,5,6,8,7,7,6,9,9,5,6,7,1,8,6,7,7,4,4,8,7,9,8,8,9,3,6,8,0
